Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Blake Adams,107,65.83,2012,288.4,65.91,29.35,56.01,70.586,599,,2,0.232,0.356,0.237,-0.055,-0.057,"$1,234,345 "
Justin Rose,69,65.82,2012,290.9,70.34,29.41,61.98,69.549,"1,426",1,7,-0.122,1.64,0.355,0.84,0.567,"$4,290,930 "
Ryan Moore,89,65.75,2012,287.6,66.35,28.87,56.77,70.3,635,,4,0.424,0.847,0.163,0.27,-0.009,"$2,858,944 "
Ken Duke,104,65.69,2012,282.6,64.61,28.68,60.91,70.376,776,,6,0.349,0.654,0.019,0.309,-0.023,"$1,511,628 "
Chris Couch,61,65.49,2012,293.8,63.65,28.81,58.29,70.977,242,,,0.083,0.125,0.377,-0.131,-0.205,"$335,848 "
Stuart Appleby,75,65.45,2012,283.3,64.79,29.08,60.44,71.095,287,,,0.154,-0.128,-0.003,-0.437,0.158,"$377,559 "
Brian Harman,101,65.44,2012,290.3,63.92,28.79,58.99,70.821,493,,,0.132,0.199,0.337,-0.37,0.101,"$1,146,448 "
Roberto Castro,92,65.36,2012,290.6,68.41,29.62,58.49,70.434,477,,1,0.048,0.591,0.244,0.03,0.269,"$755,095 "
Will Claxton,99,65.36,2012,290.4,69.06,29.56,56.9,70.369,530,,2,-0.167,0.512,0.524,0.318,-0.163,"$780,969 "
Billy Mayfair,90,65.2,2012,286.8,64.02,29.48,61.76,70.948,393,,1,-0.205,-0.077,0.08,-0.083,0.131,"$619,961 "
Luke Donald,63,65.16,2012,280.1,64.96,28.63,62.66,69.687,"1,294",1,6,0.818,1.641,-0.188,0.582,0.43,"$3,512,024 "
Boo Weekley,74,65.15,2012,296.8,69.53,30.5,53.04,70.966,365,,2,-1.055,-0.082,0.668,0.466,-0.162,"$848,347 "
Ian Poulter,57,65.13,2012,285,61.61,28.39,64.34,70.176,698,,4,0.103,0.564,0.186,0.068,0.207,"$1,715,271 "
Kevin Stadler,85,65.09,2012,292.9,67.75,29.64,58.61,70.525,620,,3,-0.263,0.439,0.351,0.711,-0.359,"$1,546,036 "
Gavin Coles,72,65.08,2012,271.2,64.23,28.86,59.76,71.397,184,,,0.591,-0.289,-0.676,-0.008,-0.196,"$247,561 "
Matt Kuchar,86,65.06,2012,286.2,65.38,28.51,62.43,69.477,"1,600",1,8,0.472,1.382,0.11,0.49,0.309,"$3,903,065 "
Jason Bohn,81,65,2012,279.2,64.59,29.25,56.07,71.248,363,,2,-0.037,-0.18,-0.11,0.128,-0.162,"$795,549 "
Bo Van Pelt,84,64.79,2012,296.1,67.07,28.81,55.69,69.718,"1,175",,8,0.542,1.437,0.45,0.665,-0.22,"$3,043,509 "
Scott Dunlap,57,64.66,2012,281.4,67.21,30.22,58.47,71.653,77,,,-0.688,-0.6,0.062,0.252,-0.226,"$230,220 "
D.A. Points,88,64.66,2012,284,66.48,29.48,56.5,70.946,714,,3,-0.109,0.284,0.067,0.329,-0.003,"$1,533,361 "
John Merrick,83,64.46,2012,293.3,69.13,30.01,54.9,70.701,572,,2,-0.193,0.191,0.202,0.23,-0.047,"$1,084,628 "
Rickie Fowler,84,64.43,2012,293.2,64.99,29.17,56.79,70.606,"1,246",1,5,-0.202,0.518,0.458,0.228,0.034,"$3,066,293 "
Cameron Tringale,88,64.41,2012,290.4,66.6,29.58,58.79,71.023,689,,4,0.102,0.356,0.195,0.056,0.003,"$1,225,737 "
Ben Crane,73,64.36,2012,286.8,64.81,28.75,57.24,70.708,849,,4,0.432,0.591,0.102,-0.138,0.195,"$1,701,365 "
John Rollins,81,64.25,2012,295.4,66.16,29.48,58,70.618,732,,5,-0.034,0.431,0.627,-0.269,0.107,"$1,489,155 "
"Ted Potter, Jr.",77,64.18,2012,284.5,63.32,29.33,55.6,71.71,647,1,1,0.073,-0.823,-0.191,-0.277,-0.428,"$1,383,170 "
Henrik Stenson,51,64.13,2012,289.5,65.37,29.3,59.04,70.239,394,,1,0.105,0.915,0.343,0.297,0.169,"$791,107 "
K.J. Choi,71,64.08,2012,282.3,63.57,29.3,54.68,70.886,597,,2,-0.344,0.255,0.064,0.153,0.382,"$969,057 "
Tiger Woods,69,63.93,2012,297.4,67.58,28.91,63.17,68.904,"2,269",3,6,0.339,2.31,0.553,1.224,0.194,"$6,133,158 "
Bill Haas,79,63.62,2012,292.2,65.17,29.33,60.74,70.484,"1,181",1,3,0.103,0.668,0.472,-0.18,0.273,"$2,349,951 "
Alexandre Rocha,62,63.47,2012,284.6,66.87,30.18,53.59,72.039,183,,1,-0.232,-0.856,-0.083,-0.221,-0.32,"$614,658 "
Brendan Steele,77,63.44,2012,288.8,65.3,30.03,55.48,71.887,334,,3,-0.112,-0.517,0.084,-0.376,-0.112,"$840,965 "
Brendon de Jonge,115,63.42,2012,288.8,69.17,29.44,58.6,70.137,815,,2,0.144,1.083,0.185,0.754,0,"$2,015,252 "
Nick O'Hern,78,63.34,2012,268.9,63.29,29.3,58.49,71.579,250,,1,-0.392,-0.489,-0.86,0.34,0.424,"$489,375 "
Steve Stricker,73,63.31,2012,285.4,68.33,29.06,60.15,69.865,"1,456",1,7,0.134,1.295,0.116,0.898,0.147,"$3,420,021 "
David Mathis,83,63.22,2012,278.1,61.04,28.58,57.78,71.333,322,,1,0.338,-0.105,-0.203,-0.239,-0.002,"$736,765 "
J.J. Henry,93,63.18,2012,288.1,68.24,29.91,57.61,70.939,713,1,3,-0.054,0.255,0.051,0.126,0.133,"$1,297,802 "
Rod Pampling,88,62.72,2012,288.8,64.93,29.5,57.23,71.038,398,,1,-0.153,-0.02,0.061,-0.131,0.203,"$620,893 "
Kyle Thompson,51,62.65,2012,284.2,64.78,30.13,48.99,72.296,44,,,-1.209,-1.398,-0.204,0.204,-0.189,"$45,460 "
Brandt Jobe,57,62.48,2012,299.2,64.68,29.32,53.71,71.064,245,,1,0.257,0.053,0.198,-0.222,-0.18,"$344,332 "
Louis Oosthuizen,65,62.41,2012,299.5,68.78,29.46,55.37,69.707,928,,3,-0.004,0.976,0.496,0.478,0.006,"$3,460,995 "
Steve Wheatcroft,56,62.37,2012,286.9,66.22,29.64,56.91,71.584,92,,,0.04,-0.506,0.001,-0.294,-0.253,"$135,196 "
Pat Perez,81,62.33,2012,291.5,65.05,28.72,61.77,70.378,603,,1,0.16,0.763,0.099,0.272,0.232,"$1,064,053 "
Johnson Wagner,88,62.32,2012,284,65.91,29.4,56.85,70.899,"1,181",1,4,0.346,0.385,-0.027,0.376,-0.31,"$2,225,007 "
Chris Stroud,86,62.31,2012,286.6,63.37,28.88,61.55,70.878,484,,2,0.082,0.121,-0.236,-0.049,0.325,"$903,570 "
David Hearn,95,62.25,2012,286.7,66.32,29.12,61.11,70.802,432,,1,0.261,0.261,-0.022,-0.21,0.231,"$1,012,575 "
Charley Hoffman,88,62.23,2012,295.5,66.35,29.58,51.41,71.139,628,,2,-0.48,0.087,0.334,0.356,-0.123,"$1,276,663 "
Rocco Mediate,70,62.22,2012,280.7,64.84,29.09,61.23,71.218,195,,,-0.012,-0.108,-0.106,-0.09,0.1,"$242,354 "
Roland Thatcher,55,62.19,2012,288.9,67.8,29.98,50,71.646,188,,1,-0.514,-1.158,-0.156,0.01,-0.498,"$396,801 "
Lee Westwood,60,62.17,2012,298.1,69.75,30.06,48.3,70.084,713,,5,-0.359,0.784,0.628,0.681,-0.166,"$3,016,569 "
Brian Gay,91,62.1,2012,277.7,62.71,28.13,64.38,70.767,424,,2,0.704,0.148,-0.364,-0.486,0.293,"$960,658 "
Geoff Ogilvy,73,62.01,2012,290.1,63.66,28.74,62.63,70.436,624,,1,0.238,0.691,0.158,0.168,0.127,"$1,255,223 "
Camilo Villegas,79,62.01,2012,290.3,69.55,29.92,54.5,71.079,267,,,-0.343,-0.174,0.08,0.208,-0.117,"$491,729 "
Greg Chalmers,88,62,2012,282,59.83,27.93,62,70.417,589,,,0.506,0.642,-0.335,0.012,0.459,"$1,166,627 "
Daniel Summerhays,81,61.93,2012,289.3,67.68,29.55,56.03,70.722,567,,4,-0.053,0.126,0.2,-0.066,0.045,"$1,111,522 "
Jeff Overton,101,61.91,2012,292,66.32,28.7,59.35,70.197,667,,2,0.293,0.883,0.434,0.236,-0.08,"$1,563,670 "
Stephen Ames,54,61.88,2012,283.7,62.18,29.48,56.5,71.511,142,,,-0.255,-0.906,-0.277,-0.277,-0.097,"$193,686 "
Hunter Haas,69,61.82,2012,287.6,63.14,28.97,55.02,71.205,251,,1,0.011,-0.109,0.123,-0.02,-0.223,"$399,364 "
Kyle Reifers,86,61.7,2012,290,67.41,29.76,56.96,71.16,311,,,0.021,0.058,0.056,0.056,-0.074,"$448,960 "
Cameron Beckman,81,61.67,2012,285.2,65.3,29.88,52.81,71.726,154,,,-0.353,-0.689,-0.226,0.058,-0.167,"$287,506 "
Keegan Bradley,90,61.65,2012,302.7,66.54,28.88,57.55,69.984,"1,670",1,5,0.33,1.122,0.68,0.238,-0.127,"$3,910,658 "
Charlie Wi,86,61.65,2012,285.6,59.69,28.24,59.13,70.697,901,,3,0.279,0.283,-0.197,-0.229,0.43,"$1,845,397 "
Kevin Streelman,89,61.63,2012,292.8,66.22,29.34,58.22,70.821,424,,3,-0.054,0.268,0.11,0.184,0.028,"$893,736 "
Vijay Singh,99,61.62,2012,295.4,66.22,29.41,59.3,70.156,669,,3,-0.404,0.763,0.435,0.52,0.212,"$1,586,305 "
Bryce Molder,83,61.59,2012,277.5,64.91,28.91,61.32,71.028,495,,1,0.666,0.321,-0.632,0.1,0.188,"$1,166,115 "
Webb Simpson,77,61.47,2012,288.6,67.47,28.79,58.65,70.04,"1,424",1,6,0.211,1.123,0.222,0.319,0.371,"$3,436,758 "
Charl Schwartzel,56,61.41,2012,295.8,62.65,28.74,58.95,70.281,519,,2,0.084,0.925,0.356,0.445,0.039,"$1,138,844 "
Dicky Pride,62,61.38,2012,285.9,64.51,29,57.39,70.871,586,,3,0.13,-0.09,-0.287,0.002,0.064,"$1,259,712 "
D.J. Trahan,73,61.33,2012,292.2,65.94,29.91,53.43,71.563,243,,1,-0.579,-0.726,0.088,-0.085,-0.15,"$611,142 "
Josh Teater,97,61.3,2012,298.6,67.5,29.53,56.07,70.953,506,,3,-0.209,0.128,0.57,-0.231,-0.001,"$1,011,430 "
Tom Pernice Jr.,62,61.26,2012,273.9,61.69,29.09,56.25,72.137,139,,1,-0.318,-1.127,-0.921,-0.097,0.209,"$189,907 "
Sergio Garcia,57,61.15,2012,292.4,64.98,28.66,58.36,69.928,935,1,2,0.4,1.104,0.346,0.075,0.283,"$2,510,116 "
George McNeill,85,61.14,2012,288.8,63.03,29.17,57.33,71.011,599,1,1,0.238,0.013,-0.149,-0.023,-0.053,"$1,119,535 "
Arjun Atwal,79,61.12,2012,285.1,63.85,29.23,55.37,71.634,181,,,-0.217,-0.66,-0.132,-0.227,-0.084,"$348,770 "
Kevin Kisner,69,61.1,2012,287.9,62.48,28.75,59.47,71.342,248,,1,0.303,-0.139,0.106,-0.651,0.103,"$346,216 "
Y.E. Yang,64,61.06,2012,284.9,58.51,28.5,57.67,71.005,351,,,0.516,-0.146,-0.118,-0.352,-0.192,"$454,276 "
Rory Sabbatini,84,61.04,2012,287.4,62.24,28.81,58.67,71.125,602,,2,-0.37,-0.014,0.247,-0.021,0.129,"$1,128,820 "
Matt Every,80,60.89,2012,285.5,66.23,28.92,58.44,70.789,711,,5,0.096,0.613,-0.051,0.377,0.191,"$1,972,166 "
Bob Estes,78,60.72,2012,285.2,62.39,28.59,60.98,70.418,458,,1,0.074,0.362,-0.454,0.396,0.347,"$1,009,769 "
Vaughn Taylor,81,60.59,2012,286,66.3,29.01,56.26,71.059,312,,,0.031,0.03,-0.327,0.165,0.16,"$547,129 "
William McGirt,96,60.58,2012,285.4,66.3,29.24,58.6,70.729,602,,2,0.282,0.253,-0.092,0.11,-0.047,"$1,228,947 "
Billy Hurley III,70,60.56,2012,275.3,57.74,28.62,57.57,72.116,256,,2,0.276,-1.324,-0.967,-0.704,0.072,"$474,130 "
Brandt Snedeker,81,60.5,2012,288.7,63.75,27.92,62.08,69.84,"1,194",1,4,0.86,1.01,-0.276,0.11,0.316,"$4,989,739 "
Graham DeLaet,79,60.36,2012,304.3,66.74,29.63,57.68,70.624,441,,2,-0.278,0.322,0.5,0.334,-0.234,"$1,051,951 "
Justin Leonard,79,60.34,2012,279.4,60.44,28.93,59.18,71.583,277,,2,-0.325,-0.615,-0.401,-0.117,0.227,"$540,155 "
Bud Cauley,99,60.33,2012,291.6,66.55,28.89,62.42,70.458,902,,5,0.065,0.721,0.065,0.201,0.388,"$1,774,479 "
Scott Brown,65,60.22,2012,291.2,64.5,29.8,50.13,71.835,212,,3,-0.468,-0.771,0.17,-0.255,-0.219,"$478,763 "
Chad Campbell,84,60.19,2012,290.1,67.13,29.83,54.93,70.566,517,,2,-0.425,0.283,-0.04,0.751,-0.004,"$895,199 "
Greg Owen,90,60.16,2012,295.9,68.58,29.87,54.03,70.444,556,,2,-0.416,0.298,0.336,0.367,0.012,"$1,151,622 "
Patrick Sheehan,58,60.11,2012,279.3,62.93,29.27,55.62,71.95,108,,,-0.149,-1.261,-0.468,-0.737,0.092,"$129,590 "
Garth Mulroy,59,60.1,2012,293.7,65.11,29.23,51.68,71.192,173,,,0.01,-0.031,-0.004,0.143,-0.179,"$277,632 "
Sean O'Hair,84,59.98,2012,297.5,68.25,29.67,56.04,70.615,644,,2,-0.286,0.368,0.255,0.25,0.149,"$1,160,981 "
Tim Herron,88,59.93,2012,289.4,67.36,29.78,57.06,70.781,339,,,-0.174,0.334,0.152,0.193,0.163,"$660,279 "
Padraig Harrington,67,59.86,2012,293.6,62.17,28.41,59.67,69.736,646,,3,-0.02,0.888,0.193,0.331,0.384,"$1,546,272 "
Trevor Immelman,76,59.7,2012,290.9,63.45,29.59,56.6,71.37,411,,,-0.122,0.365,-0.14,0.242,0.384,"$617,296 "
Chris Kirk,93,59.7,2012,291.8,66.6,29.15,58.32,70.891,574,,4,-0.195,0.244,0.032,0.444,-0.037,"$1,197,562 "
Adam Scott,59,59.61,2012,304.6,66.57,29.53,55.87,69.533,966,,3,-0.138,1.164,0.605,0.494,0.203,"$2,899,557 "
Kyle Stanley,86,59.49,2012,306.9,67.06,29.9,52.61,70.633,"1,177",1,2,-0.797,0.384,0.786,0.439,-0.043,"$2,351,857 "
Harris English,98,59.47,2012,300.3,67.74,29.52,53.6,70.688,549,,3,0.175,0.299,0.286,-0.038,-0.124,"$1,186,003 "
Michael Thompson,80,59.43,2012,283.4,63.26,29,55.39,70.718,634,,2,0.355,0.106,-0.375,0.317,-0.192,"$1,408,374 "
Robert Allenby,76,59.34,2012,286.7,65.79,29.91,50.85,71.355,417,,2,-0.428,-0.626,-0.449,0.537,-0.286,"$808,927 "
Seung-Yul Noh,105,59.34,2012,300.4,67.41,29.28,58,70.256,827,,3,0.142,0.721,0.355,0.102,0.122,"$1,629,751 "
Martin Laird,77,59.16,2012,298.2,65.3,29.52,55.92,70.989,976,,3,0.099,0.549,0.374,0.175,-0.099,"$2,172,883 "
Davis Love III,64,59.11,2012,296.3,65.02,29.11,54.84,70.194,443,,2,0.063,0.867,0.206,0.635,-0.038,"$989,753 "
Bill Lunde,83,59.1,2012,290.5,67.56,29.45,58.68,71.062,294,,,-0.241,0.305,0.052,0.449,0.044,"$593,598 "
Nathan Green,73,58.97,2012,283.8,66.92,29.35,57.62,70.991,245,,1,0.248,-0.1,-0.479,0.048,0.083,"$366,651 "
Jonas Blixt,72,58.9,2012,286.3,63.65,27.89,61.57,70.244,470,,3,0.804,1.062,-0.1,-0.01,0.367,"$2,255,695 "
Nick Watney,97,58.86,2012,296.8,66.43,29.29,55.11,70.577,726,,3,-0.028,0.536,-0.016,0.586,-0.007,"$3,044,224 "
Bubba Watson,68,58.84,2012,315.5,69.95,29.73,56.58,69.639,"1,777",1,5,-0.28,1.529,1.485,0.265,0.059,"$4,644,997 "
Brendon Todd,78,58.77,2012,283.6,60,28.87,55.75,71.873,281,,1,0.427,-1.19,-0.57,-1.141,0.094,"$474,295 "
Bobby Gates,87,58.6,2012,300.2,65.39,29.69,55.9,71.208,338,,1,-0.262,-0.265,0.331,-0.016,-0.318,"$525,293 "
Erik Compton,81,58.33,2012,297.2,62.48,29,53.55,71.499,311,,,0.092,-0.517,0.215,-0.668,-0.155,"$359,765 "
Charlie Beljan,61,58.19,2012,311.6,66.46,29.66,53.13,71.401,222,,1,-0.421,-0.485,0.797,-0.226,-0.635,"$1,373,528 "
Ricky Barnes,92,58.1,2012,292,67.36,29.8,54.74,71.163,489,,1,-0.488,-0.203,-0.29,0.499,0.075,"$805,408 "
Scott Stallings,78,58.1,2012,302.4,66.38,29.77,52.33,71.49,554,1,2,-0.405,-0.323,0.393,-0.113,-0.198,"$1,293,739 "
Sangmoon Bae,81,58.08,2012,289.8,59.81,28.77,50.99,71.629,604,,2,0.128,-1.053,0.069,-0.76,-0.491,"$1,165,952 "
Freddie Jacobson,61,57.98,2012,287.4,61.85,29.1,57.52,70.561,500,,1,-0.145,0.109,-0.071,0.306,0.02,"$953,494 "
Ryan Palmer,81,57.95,2012,303.1,65.16,28.74,58.27,70.252,745,,4,0.453,1.003,0.485,0.258,-0.193,"$1,501,215 "
Jonathan Byrd,69,57.88,2012,289.5,63.64,29.12,58.65,70.753,732,,5,0.262,0.506,-0.22,0.406,0.058,"$1,616,789 "
Miguel Angel Carballo,73,57.88,2012,289.5,64.79,29.55,51.7,71.918,213,,,-0.294,-1.17,-0.042,-0.728,-0.106,"$269,980 "
Mathew Goggin,65,57.86,2012,290.8,67.3,29.79,56.82,71.449,103,,,-0.242,-0.327,0.108,-0.292,0.099,"$259,604 "
Carl Pettersson,92,57.63,2012,297.1,63.89,28.46,60.37,70.013,"1,691",1,6,0.444,0.867,0.041,0.334,0.049,"$3,538,656 "
Sung Kang,75,57.53,2012,285.7,59.15,29.07,54.98,72.571,146,,,0.051,-1.761,-0.628,-0.897,-0.286,"$169,439 "
Danny Lee,74,57.44,2012,291.9,65.24,28.98,56.66,71.062,226,,,0.04,0.037,-0.202,-0.031,0.23,"$359,112 "
Spencer Levin,81,57.3,2012,283.7,60.97,28.65,57.84,70.776,735,,3,0.33,0.262,-0.207,-0.041,0.18,"$1,283,616 "
Tommy Biershenk,74,57.22,2012,285.4,59.89,28.81,50.31,72.494,73,,,0.224,-1.227,-0.551,-0.733,-0.167,"$107,266 "
Ángel Cabrera,54,57.02,2012,299.7,63.33,29.72,49.09,71.581,177,,,-0.217,-0.451,0.198,-0.306,-0.126,"$283,385 "
Kevin Chappell,91,56.73,2012,293.3,64.11,29.3,57.83,70.89,447,,1,-0.262,-0.081,0.228,-0.186,0.138,"$647,510 "
Ernie Els,80,56.71,2012,294.6,66.52,29.4,61.06,70.131,"1,447",1,5,-0.05,0.677,0.272,0.462,-0.006,"$3,453,118 "
Rory McIlroy,60,56.61,2012,310.1,66.36,28.72,60.24,68.873,"2,092",2,7,0.058,2.406,1.072,1.002,0.273,"$8,047,952 "
Robert Garrigus,89,56.58,2012,310.3,69.23,29.56,55.58,70.066,"1,155",,5,-0.225,0.988,0.797,0.68,-0.264,"$3,206,530 "
Dustin Johnson,70,56.3,2012,310.2,65.75,28.64,60.29,69.564,"1,097",1,5,0.185,1.509,0.72,0.638,-0.035,"$3,393,820 "
Ryuji Imada,78,56.13,2012,276.4,60.6,28.68,58.26,71.978,113,,1,0.351,-0.91,-0.919,-0.538,0.196,"$238,648 "
J.J. Killeen,101,56.09,2012,289.9,60.27,28.65,60.45,71.502,286,,1,-0.107,-0.449,-0.063,-0.492,0.213,"$414,257 "
Scott Piercy,95,56.06,2012,304.5,65.73,28.74,59.9,70.409,"1,304",1,3,0.221,0.857,0.476,0.202,-0.042,"$2,699,205 "
Marco Dawson,60,56.04,2012,285.9,62.76,29.2,52.21,72.304,43,,,-0.235,-1.215,-0.606,-0.459,0.084,"$79,727 "
Edward Loar,59,56.01,2012,295.6,62.05,29.66,48.34,71.922,43,,,0.145,-1.118,0.059,-0.728,-0.594,"$97,947 "
John Daly,50,55.78,2012,306.7,62.08,28.89,52.55,70.879,298,,1,0.192,-0.406,0.272,-0.267,-0.604,"$488,505 "
Tommy Gainey,98,55.63,2012,297.2,62.3,28.91,53.53,71.54,464,,1,0.113,-0.517,-0.108,-0.26,-0.262,"$1,540,749 "
Matt Jones,53,55.49,2012,293.7,64.74,29.41,58.52,71.367,143,,1,-0.09,-0.557,-0.192,-0.387,0.112,"$300,254 "
Robert Karlsson,54,55.22,2012,294.7,63.25,29.27,52.62,71.453,239,,,-0.531,-0.469,-0.04,0.072,0.03,"$393,340 "
Marc Leishman,84,55.2,2012,289.4,62.76,29.26,58.26,70.831,"1,003",1,2,-0.331,0.212,-0.209,0.559,0.193,"$1,933,761 "
Andres Romero,68,54.9,2012,292,61.3,29.22,55.98,71.543,506,,2,-0.223,-0.409,-0.216,0.078,-0.049,"$970,919 "
Harrison Frazar,56,54.68,2012,297.7,61.21,29.2,53.85,71.739,387,,2,0.023,-0.551,0.108,-0.358,-0.325,"$730,203 "
Charles Howell III,98,54.6,2012,294.6,66.61,29.54,56.2,70.385,666,,1,0.054,0.679,0.098,0.257,0.27,"$1,284,578 "
Gary Woodland,70,54.55,2012,301.6,64.01,29.83,52.8,71.552,321,,,-0.497,-0.293,0.32,0.153,-0.269,"$592,879 "
J.B. Holmes,90,54.4,2012,309.7,64.5,29.21,55.92,70.924,568,,2,-0.057,0.496,0.585,-0.219,0.186,"$1,179,505 "
Phil Mickelson,79,54.31,2012,294.4,64.14,28.49,61.57,70.03,"1,373",1,5,0.562,1.422,-0.103,0.566,0.398,"$4,203,821 "
Aaron Baddeley,73,54.3,2012,292,58.1,28.07,59.85,71.113,635,,3,0.604,0.143,-0.108,-0.504,0.152,"$1,215,753 "
Jason Kokrak,79,53.92,2012,304.1,66,29.56,56.43,71.445,165,,1,-0.184,-0.447,-0.044,-0.173,-0.045,"$750,221 "
Martin Flores,95,53.58,2012,295,63.98,28.71,59.04,70.538,556,,2,0.656,0.419,0.077,-0.507,0.192,"$1,035,569 "
Stewart Cink,71,53.43,2012,288.8,64.26,29.7,52.9,71.483,310,,,0.301,-0.228,-0.485,0.195,-0.239,"$477,173 "
Ryo Ishikawa,54,53.28,2012,290,59.61,29.44,54.44,70.854,,,,0.196,-0.038,-0.199,0.069,-0.104,
Jhonattan Vegas,77,53.09,2012,304.6,66.07,29.93,49.78,71.44,361,,2,-0.035,-0.387,-0.012,-0.206,-0.135,"$801,803 "
Jimmy Walker,101,52.74,2012,296.5,64.3,28.78,58.09,70.556,763,,4,0.427,0.547,-0.243,0.105,0.258,"$1,638,419 "
Troy Matteson,100,52.67,2012,298.9,64.01,29.39,56.49,71.247,662,,3,0.136,-0.051,-0.066,0.075,-0.196,"$1,198,953 "
Troy Kelly,68,52.6,2012,299.5,63.17,29.03,59.12,71.531,394,,1,0.05,-0.692,-0.211,-0.53,-0.001,"$786,832 "
Jason Day,57,52.48,2012,308.6,61.31,28.42,61.36,70.152,417,,3,0.526,1.024,0.121,0.102,0.275,"$1,143,233 "
Matt Bettencourt,80,52.29,2012,288.2,58.95,28.82,51.69,72.182,177,,1,-0.201,-1.262,-0.558,-0.425,-0.077,"$335,076 "
Mark Anderson,75,52.23,2012,295.7,63.85,29.28,53.45,71.692,209,,,-0.133,-0.875,-0.217,-0.542,0.017,"$441,019 "
Derek Lamely,64,52.08,2012,289.1,60.3,28.82,57.34,71.876,160,,,0.636,-1.035,-0.754,-0.714,-0.204,"$185,479 "
Michael Bradley,63,51.88,2012,284.5,65.35,29.78,53.8,72.059,173,,,-0.189,-0.954,-1.146,0.391,-0.01,"$191,746 "
James Driscoll,83,51.32,2012,291.1,62.38,28.8,54.39,71.246,408,,2,0.434,-0.059,-0.525,0.032,0,"$687,338 "
Stephen Gangluff,57,49.93,2012,291.5,59.15,29.55,53.33,72.995,3,,,-0.243,-1.959,-0.932,-0.488,-0.296,"$58,702 "
Daniel Chopra,55,47.27,2012,295.6,59.8,28.59,53.39,71.872,70,,,0.331,-0.679,-0.489,-0.589,0.068,"$192,198 "
Joe Durant,71,75.65,2011,283.6,71.26,30.61,59.1,71.428,260,,,-0.861,-0.233,0.382,0.494,-0.246,"$358,790 "
Heath Slocum,89,74.92,2011,281.9,71.4,30.16,54.53,70.988,388,,,-0.493,-0.036,0.192,0.339,-0.074,"$767,216 "
Jerry Kelly,85,73.3,2011,275.6,66.25,28.96,62.55,70.241,651,,3,0.257,0.667,0.038,0.161,0.211,"$1,451,797 "
Brian Gay,90,72.77,2011,269.8,63.44,28.28,63.78,70.214,685,,3,0.556,0.737,-0.36,0.117,0.425,"$1,157,525 "
Ben Curtis,66,71.91,2011,276.7,65.82,29.42,61.58,70.839,304,,,0.239,0.19,-0.046,-0.063,0.06,"$423,466 "
David Toms,78,71.82,2011,279.1,70.2,28.96,61.21,69.706,"1,538",1,6,0.446,1.282,0.166,0.669,0.001,"$3,858,090 "
Nick O'Hern,89,71.67,2011,276.3,66.67,29.26,59.22,70.8,463,,2,-0.056,0.462,0.013,0.127,0.378,"$940,224 "
Zach Johnson,79,71.06,2011,278.2,66.38,28.71,63.98,69.966,962,,4,0.58,1.033,0.012,0.349,0.092,"$1,880,406 "
Billy Mayfair,94,70.41,2011,283.3,68.77,29.54,60.87,70.747,353,,1,-0.237,0.385,0.213,0.116,0.292,"$780,578 "
Brian Davis,105,70.33,2011,283.3,67.35,29.1,59,70.469,685,,1,-0.035,0.605,0.226,0.493,-0.079,"$1,308,009 "
Aron Price,58,70.29,2011,282.6,67.09,29.46,55.19,70.729,272,,,0.094,0.28,-0.176,0.453,-0.091,"$333,290 "
Chris Riley,76,70.19,2011,279.3,64.81,29.31,61.62,71.143,292,,1,-0.292,-0.091,-0.087,-0.301,0.59,"$397,204 "
Justin Hicks,60,69.88,2011,286,65.71,30.63,50.47,72.008,145,,,-0.955,-1.416,0.202,-0.192,-0.472,"$284,990 "
Steve Elkington,50,69.58,2011,285.4,66.44,29.5,60.26,71.598,107,,1,0.312,-0.34,-0.004,-0.651,0.003,"$176,225 "
Paul Goydos,81,69,2011,274.8,64.47,29.44,55.79,71.722,474,,3,-0.628,-0.594,-0.276,0.452,-0.142,"$1,385,328 "
Rocco Mediate,53,68.91,2011,275.5,62.16,29.68,51.8,72.975,85,,,-0.621,-1.522,-0.248,-0.682,0.03,"$136,299 "
Briny Baird,60,68.74,2011,289.1,69.14,29.67,60,70.435,258,,2,0.078,0.543,0.101,0.252,0.112,"$942,286 "
Jim Furyk,87,68,2011,281.4,67.57,29.45,58.37,70.37,661,,3,-0.16,0.655,-0.017,0.643,0.19,"$1,529,690 "
Garrett Willis,71,67.85,2011,279.7,64.41,29.2,58.14,71.458,270,,1,-0.031,-0.278,-0.066,-0.037,-0.144,"$526,390 "
Mark Wilson,89,67.63,2011,284.8,66.03,29.09,62.97,70.526,"1,461",2,4,0.233,0.477,0.007,-0.017,0.255,"$3,158,477 "
Jason Bohn,74,67.48,2011,284.9,67.3,29.23,58.25,71.336,284,,,-0.069,-0.144,-0.103,0.167,-0.139,"$411,943 "
Stephen Ames,69,67.44,2011,283.8,65.3,29.15,60.59,71.121,298,,2,0.012,-0.262,-0.131,0.029,-0.171,"$547,589 "
Johnson Wagner,81,67.35,2011,282.2,67.17,29.56,57.8,70.654,585,1,1,0.427,0.057,-0.059,-0.119,-0.192,"$1,224,556 "
Chez Reavie,92,67.32,2011,293.5,68.6,29.58,55,70.744,588,,3,-0.077,0.419,0.381,0.461,-0.346,"$2,285,067 "
